StationCode,SampleDate,Pct_WetHab,Pct_FastGHab,Pct_PoolGHab,Pct_VgInstream,Pct_VgWdChan,Pct_VgNwdChan,Pct_VgGrsChan,Pct_VgWdRip,Pct_VgNwdRip,Pct_VgGrsRip,Pct_VgChan,Pct_VgRip,Pct_VgWdTotal,Pct_VgNonWdTotal,Pct_VgGrsTotal,PCT_SAFN,SB_PT_D50,Pct_CbBlBr,HumanActivity_Ext,HumanActivity_Int,HumanActivity_Prox,HumanActivity_Prox_SWAMP,AnimalBurrow_Ext,AnimalBurrow_Int,AnimalBurrow_Prox,AnimalBurrow_Prox_SWAMP,AlgalMats_Ext,AlgalMats_Int,AlgalMats_Prox,AlgalMats_Prox_SWAMP,Burns_Ext,Burns_Int,Burns_Prox,Burns_Prox_SWAMP,DebrisSilt_Ext,DebrisSilt_Int,DebrisSilt_Prox,DebrisSilt_Prox_SWAMP,Salts_Ext,Salts_Int,Salts_Prox,Salts_Prox_SWAMP,NoxiousOdors_Ext,NoxiousOdors_Int,NoxiousOdors_Prox,NoxiousOdors_Prox_SWAMP,NutrientWater_Ext,NutrientWater_Int,NutrientWater_Prox,NutrientWater_Prox_SWAMP,XBKF_W,Mn_HydHght,Mn_CrossSect,Mn_MaxHydHght,XSLOPE
904SAXONY,8/1/2021,0,77.5,2.5,4,0,15,2.5,62.5,15,2.5,17.5,80,62.5,30,5,73.333,1,8.889,17,24,33,7.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322222222222222,0.18344827586206897,0.19069555555555556,0.23,4.8125
904UNTEC3,6/30/2020,0,77.5,0,4,2.5,2.5,0,37.5,2.5,15,5,55,40,5,15,62.222,1,0,18,19,15,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938888888888889,0.15344827586206897,0.2949555555555556,0.22555555555555556,1
904UNTSE1,7/29/2021,0,80,15,4,0,2.5,15,37.5,15,37.5,17.5,90,37.5,17.5,52.5,100,1,0,14,10,16,3.334,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.21,0.18870444444444445,0.23888888888888887,2.8125
904UNTSE2,8/2/2021,0,62.5,15,2,0,0,0,37.5,37.5,2.5,0,77.5,37.5,37.5,2.5,100,1,0,7,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0.11379310344827587,0.25484444444444443,0.13,2.25
905DGCC1x,8/10/2016,0,42.5,37.5,2,15,37.5,15,37.5,15,37.5,67.5,90,52.5,52.5,52.5,22.222,2125,53.333,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9555555555555557,0.2413793103448276,0.4524444444444445,0.29444444444444445,11.75
905DGCC2x,8/10/2016,0,77.5,2.5,3,62.5,15,15,62.5,15,15,92.5,92.5,125,30,30,17.778,45,44.444,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3833333333333333,0.20862068965517241,0.18372222222222223,0.24444444444444444,5.375
905DGSY1x,8/8/2016,0,105,15,2,15,2.5,87.5,15,2.5,87.5,105,105,30,5,175,60,1,17.778,11,11,21,5.667,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.986666666666667,0.1560344827586207,0.2849777777777778,0.3111111111111111,4.3125
905SDBDN9,8/1/2017,15,117.5,15,5,15,15,2.5,62.5,87.5,62.5,32.5,212.5,77.5,102.5,65,86.667,1,4.444,1,2,5,1.5,0,0,0,0,1,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.522222222222222,0.11896551724137931,0.17905555555555555,0.16111111111111112,3
905SDBDN9,8/23/2019,0,92.5,2.5,3,15,15,2.5,37.5,37.5,37.5,32.5,112.5,52.5,52.5,40,62.222,1,0,6,5,17,4.167,2,1,4,1,1,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.508888888888889,0.35758620689655174,0.5456688888888889,0.43333333333333335,2
905SDBDN9,8/8/2016,0,67.5,15,5,2.5,15,62.5,37.5,37.5,62.5,80,137.5,40,52.5,125,75.556,1,8.889,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152222222222222,0.15344827586206897,0.20520222222222223,0.2922222222222222,6.3125
905SMCRAM,8/3/2021,0,87.5,0,2,0,0,0,62.5,37.5,15,0,115,62.5,37.5,15,100,2,0,22,21,27,6.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.388888888888888,0.1332142857142857,0.5169499999999999,0.31555555555555553,0.1875
905UNTGVC,7/31/2021,0,52.5,15,3,0,2.5,15,37.5,15,37.5,17.5,90,37.5,17.5,52.5,66.667,2,20,20,20,34,8.501,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888888888888889,0.14620689655172414,0.2754666666666667,0.1811111111111111,1.625
906SLCFGC,8/2/2017,2.5,75,15,2,15,2.5,15,62.5,15,62.5,32.5,140,77.5,17.5,77.5,28.889,16,6.667,6,6,11,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.383333333333333,0.5017241379310345,3.6591666666666667,0.6277777777777778,1.125
906UNTLPE,7/21/2021,0,77.5,0,1,37.5,15,2.5,87.5,62.5,15,55,165,125,77.5,17.5,100,1,0,12,11,31,8.168,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8444444444444446,0.061724137931034484,0.15667777777777778,0.09333333333333334,8.125
906UNTSC1,7/8/2020,2.5,55,15,4,2.5,15,2.5,62.5,15,15,20,92.5,65,30,17.5,8.889,32,28.889,23,20,35,9.334,2,1,4,1,1,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0855555555555556,0.12482758620689656,0.16777333333333333,0.2088888888888889,3.85
906UNTSC2,7/23/2020,15,90,2.5,2,37.5,37.5,15,87.5,87.5,62.5,90,237.5,125,125,77.5,2.222,32,11.111,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.088888888888889,0.21517241379310345,0.42144444444444445,0.26222222222222225,2.5
906UNTTC4,7/26/2020,0,92.5,0,3,15,37.5,37.5,62.5,62.5,15,90,140,77.5,100,52.5,4.444,45,33.333,11,15,16,4.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0555555555555554,0.10620689655172413,0.1380888888888889,0.14666666666666667,1.5
906UNTTC6,7/28/2020,15,52.5,15,4,37.5,0,0,87.5,0,0,37.5,87.5,125,0,0,75.556,1,17.778,25,15,31,7.5,3,1,4,1,2,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.3644827586206897,0.5147777777777778,0.43,1.75
906UNTTC7,7/27/2020,0,87.5,0,1,2.5,2.5,15,15,15,2.5,20,32.5,17.5,17.5,17.5,20,5660,80,14,11,23,5.001,1,1,3,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,1
906UNTTC8,7/29/2020,2.5,102.5,2.5,2,2.5,0,0,62.5,15,2.5,2.5,80,65,15,2.5,44.444,32,44.444,18,15,33,7,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111111111111111,0.28551724137931034,0.40015555555555554,0.3388888888888889,4.5
906UPCAKS,7/24/2021,0,90,0,1,0,15,15,2.5,15,15,30,32.5,2.5,30,30,60,1,40,21,22,31,8.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.588888888888889,0,0,0,0.25
907DPFMUS,7/30/2020,0,90,0,3,62.5,0,0,87.5,2.5,37.5,62.5,127.5,150,2.5,37.5,80,1,0,10,9,16,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6655555555555556,0.18,0.08133333333333333,0.20444444444444446,1.875
907NP9KLC,8/6/2016,0,92.5,0,4,2.5,2.5,87.5,15,37.5,87.5,92.5,140,17.5,40,175,55.556,1,17.778,8,7,17,4.667,2,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.12931034482758622,0.112,0.16666666666666666,4.25
907NP9OSD,7/26/2016,0,80,15,3,0,2.5,37.5,37.5,15,62.5,40,115,37.5,17.5,100,28.889,22.6,22.222,6,6,10,2.0010000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.988888888888889,0.18655172413793103,0.35746666666666665,0.2611111111111111,3.125
907NP9OSU,7/27/2016,2.5,90,15,3,15,2.5,15,37.5,15,62.5,32.5,115,52.5,17.5,77.5,22.222,32,11.111,2,3,5,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.861111111111111,0.12689655172413794,0.225,0.17222222222222222,4.375
907NP9OSU,8/21/2019,0,90,2.5,3,15,2.5,2.5,2.5,15,87.5,20,105,17.5,17.5,90,33.333,32,17.778,9,10,34,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,5.312222222222222,0.39379310344827584,1.3769200000000001,0.51,0.9285714285714286
907NP9OSU,8/3/2017,0,87.5,2.5,2,15,2.5,15,62.5,15,87.5,32.5,165,77.5,17.5,102.5,35.556,16,13.333,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3666666666666667,0.15172413793103448,0.30622222222222223,0.2,1.25
907SDT163,7/20/2021,0,65,0,2,15,15,2.5,15,37.5,62.5,32.5,115,30,52.5,65,0,5660,88.889,14,13,18,3.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5999999999999999,0.13137931034482758,0.13687777777777776,0.17222222222222222,2.25
907SDTJHN,7/30/2021,0,80,15,2,0,2.5,2.5,37.5,37.5,15,5,90,37.5,40,17.5,15.556,22.6,17.778,18,19,22,4.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111111111111111,0.13448275862068965,0.18366666666666667,0.26666666666666666,4.875
907SRSD1x,8/22/2019,0,140,37.5,3,2.5,2.5,2.5,37.5,37.5,87.5,7.5,162.5,40,40,90,35.556,5.6,31.111,5,5,17,3.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.208888888888889,0.39827586206896554,0.8081488888888889,0.5277777777777778,3.25
907SRSD1x,8/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.333,1,11.111,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0666666666666664,0.1413793103448276,0.2008888888888889,0.2611111111111111,3.5
907SRSD1x,8/7/2016,0,77.5,15,2,2.5,15,87.5,15,15,87.5,105,117.5,17.5,30,175,55.556,1,24.444,5,4,14,3,2,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0555555555555556,0.10517241379310345,0.06877777777777778,0.1388888888888889,4.0625
907SYCAM,7/27/2016,0,90,2.5,3,15,2.5,2.5,62.5,2.5,15,20,80,77.5,5,17.5,66.667,2,2.222,2,2,4,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472222222222222,0.04258620689655172,0.040544444444444445,0.07722222222222222,4
907UNAACR,7/28/2021,0,80,2.5,1,0,2.5,2.5,62.5,37.5,15,5,115,62.5,40,17.5,15.556,45,37.778,22,20,28,6.5,0,0,0,0,3,3,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1.5,2.977777777777778,0.1196551724137931,0.22126666666666667,0.15444444444444444,3.125
907UNTFC1,7/3/2020,0,80,0,3,2.5,0,0,37.5,15,37.5,2.5,90,40,15,37.5,66.667,1,4.444,17,16,30,7.167,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2033333333333334,0.14275862068965517,0.11783555555555555,0.26333333333333336,1.26875
907UNTPCD,8/4/2021,0,80,15,2,0,15,2.5,37.5,37.5,15,17.5,90,37.5,52.5,17.5,NA,NA,NA,17,22,28,5.834,0,0,0,0,3,3,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
907UTSVC1,8/5/2021,0,67.5,15,4,0,15,2.5,62.5,15,15,17.5,92.5,62.5,30,17.5,60,1,6.667,18,18,25,5.502000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.473333333333333,0.14206896551724138,0.21344000000000002,0.17222222222222222,2.1875
907UTSVC2,6/29/2020,0,55,2.5,2,37.5,2.5,2.5,37.5,15,15,42.5,67.5,75,17.5,17.5,26.667,22.6,15.556,15,15,24,5.501,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321111111111111,0.14793103448275863,0.22424222222222223,0.21,3.5625
907UTSVC3,8/4/2021,0,87.5,0,1,0,0,0,2.5,62.5,15,0,80,2.5,62.5,15,40,5660,51.111,20,20,30,7.002000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3522222222222222,0.0703448275862069,0.0649,0.07555555555555556,1.9375
908CCAEA1,7/5/2020,15,55,37.5,2,15,15,0,37.5,37.5,37.5,30,112.5,52.5,52.5,37.5,26.667,32,24.444,38,35,61,16.501,3,2,4,1,2,2,5,1.5,0,0,0,0,0,0,0,0,2,2,5,1.5,0,0,0,0,0,0,0,0,6.027777777777778,0.18482758620689654,0.7090244444444445,0.3333333333333333,2.1875
908CHI805,8/3/2017,0,87.5,0,1,2.5,2.5,2.5,2.5,2.5,2.5,7.5,7.5,5,5,5,100,1,0,18,15,31,8.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.788888888888888,0.1396551724137931,0.7909999999999999,0.15,-0.625
908LCCAWM,7/16/2020,0,92.5,15,2,0,2.5,2.5,15,62.5,15,5,92.5,15,65,17.5,75.556,1,4.444,32,34,51,13.001,2,2,4,1,1,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8444444444444446,0.14758620689655172,0.17474444444444442,0.2811111111111111,3.9
908NFCDDR,7/15/2020,0,92.5,15,2,2.5,15,15,62.5,37.5,15,32.5,115,65,52.5,30,28.889,45,37.778,45,49,68,17.502,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,3,1,5,1.5,0,0,0,0,0,0,0,0,7.027777777777778,0.17689655172413793,0.9248222222222222,0.33,2.5
908PVCDST,7/14/2020,0,102.5,15,3,15,15,15,37.5,15,62.5,45,115,52.5,30,77.5,44.444,11,11.111,32,35,48,12.002,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252222222222222,0.15862068965517243,0.23192,0.29666666666666663,2.25
908PVCUPP,7/27/2021,15,55,15,2,0,2.5,15,15,37.5,62.5,17.5,115,15,40,77.5,71.111,1,13.333,30,29,42,10.167,3,2,4,1,2,3,5,1.5,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,1.8888888888888888,0.20551724137931035,0.24397777777777777,0.25666666666666665,3.5
908SFCCAB,7/24/2020,0,87.5,0,1,2.5,37.5,87.5,15,37.5,62.5,127.5,115,17.5,75,150,40,5660,60,22,19,37,10.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,1
908SSCBD1,7/19/2021,0,20,0,2,2.5,2.5,0,37.5,15,37.5,5,90,40,17.5,37.5,4.444,5660,88.889,11,10,21,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6833333333333333,0.06758620689655173,0.07844444444444446,0.09777777777777778,1.375
908UNTCC1,7/25/2020,0,87.5,0,1,2.5,2.5,15,2.5,37.5,62.5,20,102.5,5,40,77.5,0,5660,100,22,23,40,10.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7444444444444445,0.0017241379310344827,0.0030666666666666668,0.005555555555555556,0.875
908UNTCC2,7/6/2020,0,55,15,2,15,2.5,2.5,37.5,15,37.5,20,90,52.5,17.5,40,22.222,32,26.667,24,22,32,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.961111111111111,0.12482758620689655,0.39755111111111113,0.20888888888888887,3.3125
908UTSFC1,7/9/2020,0,55,37.5,2,15,15,15,15,37.5,37.5,45,90,30,52.5,52.5,53.333,1,11.111,48,51,80,20.335,2,2,4,1,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4.593333333333334,0.28206896551724137,0.9494533333333334,0.6233333333333333,2.5625
908UTSFC2,7/26/2021,2.5,52.5,15,2,0,37.5,37.5,15,15,62.5,75,92.5,15,52.5,100,93.333,1,4.444,21,26,45,12.001,0,0,0,0,2,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1.5,1.9111111111111112,0.18586206896551724,0.2320888888888889,0.2311111111111111,2.5625
909UNTSWR,7/4/2020,15,80,15,1,2.5,15,15,2.5,62.5,87.5,32.5,152.5,5,77.5,102.5,68.889,1,8.889,36,36,54,13.667,2,2,4,1,3,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3422222222222222,0.10137931034482758,0.10357111111111111,0.17,1.375
910DENNRY,7/22/2021,0,80,0,3,37.5,15,2.5,62.5,15,37.5,55,115,100,30,40,31.111,22.6,24.444,6,6,17,3.5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0.12384615384615384,0.1657625,0.16875,1.2857142857142858
910DPUSCT,7/11/2020,0,67.5,15,4,15,15,62.5,15,15,62.5,92.5,92.5,30,30,125,60,1,11.111,11,7,16,4,3,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3144444444444443,0.15413793103448276,0.23924222222222222,0.3488888888888889,5.375
910NP9ARP,7/29/2016,0,105,2.5,2,2.5,15,62.5,15,15,87.5,80,117.5,17.5,30,150,15,45,32.5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.575,0.22115384615384615,0.377,0.2625,1.8571428571428572
910NP9CCN,7/29/2016,0,52.5,15,2,2.5,37.5,37.5,15,15,62.5,77.5,92.5,17.5,52.5,100,15.556,45,48.889,2,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.977777777777778,0.20689655172413793,0.40066666666666667,0.23888888888888887,1.3125
910NP9RJT,7/28/2016,0,102.5,2.5,1,2.5,2.5,87.5,2.5,2.5,87.5,92.5,92.5,5,5,175,68.889,2,4.444,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3555555555555556,0.05862068965517242,0.04877777777777778,0.08333333333333334,1.625
910NP9RJT,8/6/2016,0,92.5,0,4,2.5,2.5,87.5,15,37.5,87.5,92.5,140,17.5,40,175,55.556,1,17.778,8,7,17,4.667,2,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.12931034482758622,0.112,0.16666666666666666,4.25
910SYCAM,8/1/2016,0,102.5,15,2,2.5,2.5,37.5,15,2.5,87.5,42.5,105,17.5,5,125,13.333,45,40,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2555555555555555,0.09379310344827586,0.07573333333333333,0.12666666666666668,3
910UNTMAB,7/10/2020,2.5,77.5,15,2,15,15,15,15,15,62.5,45,92.5,30,30,77.5,35.556,32,17.778,34,41,51,12.334,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.008888888888889,0.20655172413793105,0.4086711111111111,0.44333333333333336,1.5
911DPCMCC,11/8/2020,0,77.5,37.5,2,15,37.5,37.5,62.5,87.5,87.5,90,237.5,77.5,125,125,28.889,128,57.778,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6255555555555556,0.3713793103448276,0.8494022222222223,0.4688888888888889,7.1875
911DPNMCC,8/13/2020,0,80,15,2,0,15,87.5,15,62.5,87.5,102.5,165,15,77.5,175,33.333,45,46.667,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2133333333333334,0.35620689655172416,0.8004422222222223,0.5433333333333333,12.5
911DPUCC5,7/2/2020,0,67.5,0,2,2.5,2.5,2.5,62.5,15,2.5,7.5,80,65,17.5,5,44.444,4,4.444,5,5,6,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1688888888888889,0.10103448275862069,0.07471777777777779,0.15444444444444444,5.75
911DPULCC,7/12/2020,0,67.5,15,3,37.5,15,2.5,37.5,37.5,37.5,55,112.5,75,52.5,40,48.889,4,0,7,4,11,2.667,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8322222222222222,0.14413793103448277,0.16965333333333332,0.2866666666666667,5.25
911DPUPV2,8/15/2020,0,65,15,2,0,37.5,37.5,15,37.5,87.5,75,140,15,75,125,35.556,128,60,3,3,8,2.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1.5,0,0,0,0,0,0,0,0,3.3866666666666667,0.3179310344827586,0.6901688888888888,0.42444444444444446,19.6875
911GSCAPV,8/15/2020,0,80,15,3,15,37.5,37.5,62.5,87.5,87.5,90,237.5,77.5,125,125,44.444,22.6,40,2,2,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1.5,0,0,0,0,0,0,0,0,2.2544444444444447,0.27482758620689657,0.4071133333333333,0.37333333333333335,7.375
911NP9ATC,8/5/2017,2.5,87.5,2.5,2,15,2.5,0,62.5,15,2.5,17.5,80,77.5,17.5,2.5,53.333,2,11.111,1,1,3,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461111111111111,0.08620689655172414,0.07861111111111112,0.11666666666666667,1.6875
911NP9EPC,8/2/2016,0,77.5,15,2,0,2.5,15,15,2.5,62.5,17.5,80,15,5,77.5,35.556,128,51.111,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6111111111111112,0.1006896551724138,0.11622222222222223,0.15666666666666668,9.1875
911NP9HTC,8/2/2016,0,90,2.5,2,2.5,2.5,15,15,15,87.5,20,117.5,17.5,17.5,102.5,22.222,16,33.333,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1944444444444444,0.07913793103448276,0.059699999999999996,0.10555555555555556,6.0625
911NP9UCW,8/5/2016,2.5,92.5,15,1,2.5,15,62.5,15,37.5,37.5,80,90,17.5,52.5,100,28.889,5660,66.667,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1333333333333333,0.11379310344827587,0.12288888888888888,0.15,13.5
911S00858,8/12/2020,0,80,2.5,4,15,62.5,15,87.5,87.5,15,92.5,190,102.5,150,30,48.889,2.8,15.556,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5766666666666667,0.33379310344827584,0.5665244444444444,0.43444444444444447,2.375
911S01142,8/3/2016,0,105,15,4,2.5,2.5,15,37.5,2.5,62.5,20,102.5,40,5,77.5,42.222,8,17.778,3,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1777777777777776,0.22586206896551725,0.4635888888888889,0.28444444444444444,4.6875
911S01142,8/4/2017,15,77.5,15,4,2.5,2.5,15,62.5,2.5,15,20,80,65,5,30,48.889,2.8,28.889,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5500000000000003,0.23793103448275862,0.5628333333333334,0.3111111111111111,1.25
911TJKC1x,8/4/2016,0,92.5,2.5,1,15,62.5,37.5,37.5,15,15,115,67.5,52.5,77.5,52.5,44.444,8,33.333,3,1,3,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2944444444444445,0.10120689655172414,0.08279444444444445,0.135,6.125
911TJPC2x,7/18/2021,0,92.5,2.5,2,15,2.5,2.5,62.5,87.5,87.5,20,237.5,77.5,90,90,53.333,2,6.667,5,4,9,2.0010000000000003,1,1,3,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.295555555555556,0.032413793103448274,0.09840888888888888,0.052222222222222225,1.8571428571428572
911TJPC2x,8/21/2019,0,55,2.5,3,2.5,15,37.5,15,87.5,15,55,117.5,17.5,102.5,52.5,60,1,17.778,7,10,26,7.167,0,0,0,0,1,1,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.767777777777778,0.21517241379310345,0.6327866666666666,0.29,0.65625
911TJPC2x,8/5/2016,0,52.5,37.5,2,15,15,37.5,37.5,15,37.5,67.5,90,52.5,30,75,40,4,15.556,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8444444444444446,0.23275862068965517,0.4333888888888889,0.2833333333333333,1.1428571428571428
